pathway,pathway_label,database,NES_Cancer_vs_Healthy,NES_Training_CR,padj_Cancer_vs_Healthy,padj_Training_CR,significance,set_size
REACTOME_PROTEIN_HYDROXYLATION,Protein Hydroxylation,Reactome,-0.595,0.768,0.9979,0.9974,NS,10
GOBP_NUCLEUS_ORGANIZATION,Nucleus Organization,GO:BP,-0.615,-0.746,0.9923,1,NS,35
REACTOME_PCP_CE_PATHWAY,Pcp Ce Pathway,Reactome,-0.568,0.793,0.9982,0.9974,NS,41
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT,Late Endosome To Vacuole Transport,GO:BP,-0.873,0.486,0.8094,1,NS,17
GOBP_NEGATIVE_REGULATION_OF_BINDING,Negative Regulation Of Binding,GO:BP,-0.746,-0.607,0.8983,1,NS,11
GOBP_HYPEROSMOTIC_RESPONSE,Hyperosmotic Response,GO:BP,0.666,0.685,0.9517,1,NS,11
BIOCARTA_FAS_PATHWAY,Biocarta Fas Pathway,BioCarta,0.554,0.795,0.9997,0.9749,NS,10
WP_B_CELL_RECEPTOR_SIGNALING,Wp B Cell Receptor Signaling,WikiPathways,0.601,0.748,0.9965,0.9899,NS,22
GOBP_CENTROSOME_DUPLICATION,Centrosome Duplication,GO:BP,0.655,-0.683,0.9584,1,NS,11
GOBP_REGULATION_OF_CENTROSOME_CYCLE,Regulation Of Centrosome Cycle,GO:BP,0.655,-0.683,0.9584,1,NS,11
GOBP_REGULATION_OF_CENTROSOME_DUPLICATION,Regulation Of Centrosome Duplication,GO:BP,0.655,-0.683,0.9584,1,NS,11
PID_CD8_TCR_DOWNSTREAM_PATHWAY,Pid Cd8 Tcr Downstream Pathway,PID,0.705,0.632,0.9208,0.9648,NS,13
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,Positive Regulation Of Response To Biotic Stimulus,GO:BP,-0.806,0.529,0.9445,1,NS,76
GOBP_MULTIVESICULAR_BODY_ORGANIZATION,Multivesicular Body Organization,GO:BP,-0.828,0.502,0.8474,1,NS,19
REACTOME_MTOR_SIGNALLING,Mtor Signalling,Reactome,-0.565,-0.762,0.9982,0.9974,NS,22
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,Metaphase Chromosome Alignment,GO:BP,-0.682,0.643,0.9651,1,NS,24
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE,Protein Localization To Synapse,GO:BP,-0.565,-0.759,0.9892,1,NS,12
REACTOME_SIGNALING_BY_ERBB2,Signaling By Erbb2,Reactome,-0.704,-0.618,0.9569,0.9974,NS,13
WP_PDGF_PATHWAY,Wp Pdgf Pathway,WikiPathways,0.497,0.822,0.9965,0.9679,NS,14
HALLMARK_UV_RESPONSE_UP,UV Response Up,Hallmark,0.654,-0.663,0.9466,0.9975,NS,47
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_HYPERTROPHY,Negative Regulation Of Muscle Hypertrophy,GO:BP,0.824,-0.492,0.8336,1,NS,11
GOBP_REGULATION_OF_DNA_RECOMBINATION,Regulation Of DNA Recombination,GO:BP,-0.759,0.546,0.9025,1,NS,16
GOBP_AMP_METABOLIC_PROCESS,Amp Metabolic Process,GO:BP,0.733,0.57,0.9221,1,NS,17
GOBP_VESICLE_TARGETING,Vesicle Targeting,GO:BP,-0.534,-0.767,0.9923,1,NS,14
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,Purine Nucleoside Monophosphate Biosynthetic Process,GO:BP,0.711,-0.59,0.9333,1,NS,14
GOBP_IMMUNOGLOBULIN_PRODUCTION,Immunoglobulin Production,GO:BP,0.698,0.594,0.9358,1,NS,11
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION,Nuclear Membrane Organization,GO:BP,-0.525,-0.764,0.9923,1,NS,20
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,Signal Transduction By L1,Reactome,0.532,-0.757,0.9982,0.9974,NS,10
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,Synthesis Of Active Ubiquitin Roles Of E1 And E2 Enzymes,Reactome,-0.523,0.764,0.9982,0.9974,NS,14
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Unfolded Protein Response,Hallmark,0.695,0.589,0.9149,0.9975,NS,35
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,Cell Cell Adhesion Via Plasma Membrane Adhesion Molecules,GO:BP,0.711,0.572,0.9335,1,NS,12
GOBP_RIBOSOME_ASSEMBLY,Ribosome Assembly,GO:BP,-0.555,0.725,0.9923,1,NS,23
GOBP_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway,GO:BP,0.563,0.712,0.9887,1,NS,10
PID_GMCSF_PATHWAY,Pid Gmcsf Pathway,PID,0.665,0.609,0.9217,0.9704,NS,13
GOBP_ERYTHROCYTE_HOMEOSTASIS,Erythrocyte Homeostasis,GO:BP,0.696,-0.577,0.9591,1,NS,35
WP_TCELL_ACTIVATION_SARSCOV2,Wp Tcell Activation Sarscov2,WikiPathways,0.495,0.776,0.9965,0.9736,NS,15
GOBP_LACTATE_METABOLIC_PROCESS,Lactate Metabolic Process,GO:BP,-0.535,-0.725,0.9923,1,NS,10
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Negative Regulation Of Release Of Cytochrome C From Mitochondria,GO:BP,0.753,0.502,0.8934,1,NS,10
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,Vascular Associated Smooth Muscle Cell Proliferation,GO:BP,0.745,0.504,0.9065,1,NS,12
GOBP_PEPTIDYL_LYSINE_MODIFICATION,Peptidyl Lysine Modification,GO:BP,0.549,0.693,0.9923,1,NS,19
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS,Vesicle Mediated Transport Between Endosomal Compartments,GO:BP,0.635,-0.593,0.9651,1,NS,15
GOBP_RESPONSE_TO_GAMMA_RADIATION,Response To Gamma Radiation,GO:BP,0.566,-0.662,0.9892,1,NS,16
GOBP_T_CELL_HOMEOSTASIS,T Cell Homeostasis,GO:BP,0.605,-0.612,0.9747,1,NS,10
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,Activation Of Innate Immune Response,GO:BP,0.616,0.596,0.9923,1,NS,63
REACTOME_REPRODUCTION,Reproduction,Reactome,-0.649,0.554,0.9819,0.9974,NS,10
GOBP_PROTEIN_SUMOYLATION,Protein Sumoylation,GO:BP,0.635,0.555,0.964,1,NS,10
REACTOME_SUMOYLATION,Sumoylation,Reactome,0.524,0.664,0.9982,0.9974,NS,18
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,Regulation Of Striated Muscle Cell Differentiation,GO:BP,-0.519,0.668,0.9923,1,NS,16
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,Multivesicular Body Sorting Pathway,GO:BP,-0.682,0.502,0.9614,1,NS,19
GOBP_PROTEIN_REFOLDING,Protein Refolding,GO:BP,0.725,-0.457,0.9248,1,NS,18
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway,GO:BP,0.618,0.561,0.9688,1,NS,10
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,DNA Double Strand Break Repair,Reactome,0.523,-0.649,0.9982,0.9974,NS,18
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,Regulation Of Hsf1 Mediated Heat Shock Response,Reactome,0.493,0.677,0.9982,0.9974,NS,28
GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY,Maternal Process Involved In Female Pregnancy,GO:BP,0.475,0.689,0.9923,1,NS,11
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,Nuclear Envelope Organization,GO:BP,-0.55,-0.594,0.9923,1,NS,24
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,Mitotic Metaphase Chromosome Alignment,GO:BP,-0.614,-0.491,0.9852,1,NS,17
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,Negative Regulation Of Cold Induced Thermogenesis,GO:BP,-0.576,0.518,0.9868,1,NS,11
GOBP_REGULATION_OF_PROTEIN_TARGETING,Regulation Of Protein Targeting,GO:BP,0.493,0.596,0.9948,1,NS,26
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,Skeletal Muscle Cell Differentiation,GO:BP,0.583,-0.492,0.9857,1,NS,17
REACTOME_SIGNALLING_TO_ERKS,Signalling To Erks,Reactome,-0.491,-0.565,0.9982,0.9974,NS,17
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Negative Regulation Of Carbohydrate Metabolic Process,GO:BP,0.394,0.613,0.9994,1,NS,16
PID_KIT_PATHWAY,Pid Kit Pathway,PID,0.509,0.454,0.9926,0.9933,NS,12
BIOCARTA_TCR_PATHWAY,Biocarta Tcr Pathway,BioCarta,-0.412,-0.537,0.9997,0.9749,NS,11
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,Aerobic Respiration And Respiratory Electron Transport,Reactome,-3.136,2.341,1.596e-21,2.544e-9,Sig Both,166
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,Wp Electron Transport Chain Oxphos System In Mitochondria,WikiPathways,-3.054,2.418,2.052e-13,1.125e-7,Sig Both,85
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,Proton Transmembrane Transport,GO:BP,-2.943,2.332,1.78e-11,1.644e-6,Sig Both,85
HALLMARK_OXIDATIVE_PHOSPHORYLATION,OXPHOS,Hallmark,-2.95,2.228,1.21e-17,8.329e-9,Sig Both,158
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,Reference Mitochondrial Complex Ucp1 In Thermogenesis,KEGG,-2.767,2.228,4.865e-8,5.719e-5,Sig Both,51
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,Mitochondrial Protein Degradation,Reactome,-2.783,1.947,4.397e-10,0.00338,Sig Both,78
GOBP_ELECTRON_TRANSPORT_CHAIN,Electron Transport Chain,GO:BP,-2.528,2.163,2.933e-7,1.414e-4,Sig Both,80
WP_FOLATE_METABOLISM,Wp Folate Metabolism,WikiPathways,2.189,-2.219,1.811e-4,0.001684,Sig Both,19
GOBP_ATP_METABOLIC_PROCESS,ATP Metabolic Process,GO:BP,-2.343,1.926,9.299e-8,6.121e-4,Sig Both,123
GOBP_DETOXIFICATION,Detoxification,GO:BP,2.035,-2.045,4.28e-4,0.003567,Sig Both,56
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Generation Of Precursor Metabolites And Energy,GO:BP,-2.119,1.903,2.74e-8,9.619e-5,Sig Both,233
REACTOME_TRANSLATION,Translation,Reactome,-1.973,1.648,5.319e-6,0.02808,Sig Both,175
HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,Hallmark,1.864,-1.704,0.001341,0.03067,Sig Both,65
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,Citric Acid Cycle Tca Cycle,Reactome,-2.722,1.808,1.009e-6,0.1518,Sig Cancer only,25
REACTOME_CRISTAE_FORMATION,Cristae Formation,Reactome,-2.39,1.787,1.84e-4,0.1579,Sig Cancer only,25
WP_DISORDERS_OF_MITOCHONDRIAL_HOMEOSTATIS_DYNAMICS_PROTEIN_IMPORT_AND_QUALITY_CONTROL,Wp Disorders Of Mitochondrial Homeostatis Dynamics Protein Import And Quality Control,WikiPathways,-2.429,1.718,2.15e-5,0.08872,Sig Cancer only,39
GOBP_MITOCHONDRIAL_GENE_EXPRESSION,Mitochondrial Gene Expression,GO:BP,-2.555,1.48,2.551e-6,0.5143,Sig Cancer only,48
REACTOME_TRNA_AMINOACYLATION,Trna Aminoacylation,Reactome,-2.326,1.674,1.402e-4,0.2054,Sig Cancer only,31
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,Scavenging Of Heme From Plasma,Reactome,2.481,-1.424,7.054e-7,0.5474,Sig Cancer only,18
GOBP_TRICARBOXYLIC_ACID_CYCLE,Tricarboxylic Acid Cycle,GO:BP,-2.344,1.475,4.07e-4,0.611,Sig Cancer only,25
GOBP_RENAL_SYSTEM_PROCESS,Renal System Process,GO:BP,2.496,-1.307,5.407e-7,0.8131,Sig Cancer only,24
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,G Alpha S Signalling Events,Reactome,1.88,-1.913,0.01761,0.1124,Sig Cancer only,14
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,Mitochondrial Respiratory Chain Complex Assembly,GO:BP,-2.157,1.613,7.134e-4,0.2807,Sig Cancer only,51
REACTOME_MITOCHONDRIAL_BIOGENESIS,Mitochondrial Biogenesis,Reactome,-2.34,1.428,8.876e-5,0.5018,Sig Cancer only,41
GOBP_ACUTE_INFLAMMATORY_RESPONSE,Acute Inflammatory Response,GO:BP,2.401,-1.339,3.399e-6,0.8131,Sig Cancer only,18
HALLMARK_HEME_METABOLISM,Heme Metabolism,Hallmark,2.418,-1.316,1.2e-8,0.2785,Sig Cancer only,67
GOBP_ACTIN_FILAMENT_ORGANIZATION,Actin Filament Organization,GO:BP,2.269,1.464,1.201e-7,0.3241,Sig Cancer only,120
GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE,Modification Of Postsynaptic Structure,GO:BP,1.913,-1.808,0.006259,0.2807,Sig Cancer only,10
WP_SELENIUM_MICRONUTRIENT_NETWORK,Wp Selenium Micronutrient Network,WikiPathways,1.904,-1.812,0.007967,0.1054,Sig Cancer only,27
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,Hallmark,2.235,1.451,5.219e-6,0.165,Sig Cancer only,51
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,Lymphocyte Mediated Immunity,GO:BP,2.51,-1.161,2.74e-8,0.8931,Sig Cancer only,56
WP_SLC25A46_PATHWAY,Wp Slc25a46 Pathway,WikiPathways,-2.134,1.523,0.002626,0.3161,Sig Cancer only,10
WP_16P122_COPY_NUMBER_VARIATION_SYNDROME_520KB,Wp 16p122 Copy Number Variation Syndrome 520kb,WikiPathways,-1.956,1.686,0.01031,0.1054,Sig Cancer only,30
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,Developmental Cell Lineages,Reactome,2.002,-1.627,0.003,0.3086,Sig Cancer only,21
GOBP_LYMPHOCYTE_DIFFERENTIATION,Lymphocyte Differentiation,GO:BP,1.979,-1.649,0.002828,0.2807,Sig Cancer only,32
GOBP_TRNA_METABOLIC_PROCESS,Trna Metabolic Process,GO:BP,-2.078,1.534,0.001542,0.4061,Sig Cancer only,46
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,Vascular Process In Circulatory System,GO:BP,2.042,-1.546,0.001498,0.3477,Sig Cancer only,38
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,Detoxification Of Reactive Oxygen Species,Reactome,1.786,-1.801,0.02329,0.1579,Sig Cancer only,22
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,Integrin Mediated Signaling Pathway,GO:BP,2.358,-1.226,8.602e-6,0.8497,Sig Cancer only,28
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,G Alpha Z Signalling Events,Reactome,1.914,-1.665,0.008878,0.38,Sig Cancer only,10
WP_GLUTATHIONE_METABOLISM,Wp Glutathione Metabolism,WikiPathways,1.794,-1.769,0.03099,0.1067,Sig Cancer only,13
GOBP_CELL_SUBSTRATE_ADHESION,Cell Substrate Adhesion,GO:BP,2.482,-1.075,4.186e-9,0.9708,Sig Cancer only,76
GOBP_WOUND_HEALING,Wound Healing,GO:BP,2.524,-1.025,1.519e-10,1,Sig Cancer only,100
PID_THROMBIN_PAR1_PATHWAY,Pid Thrombin Par1 Pathway,PID,2.089,-1.447,0.004753,0.8543,Sig Cancer only,18
REACTOME_INTERLEUKIN_12_SIGNALING,Interleukin 12 Signaling,Reactome,2.262,-1.258,4.171e-5,0.695,Sig Cancer only,28
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,Platelet Activation Signaling And Aggregation,Reactome,2.519,-0.983,5.068e-10,0.9839,Sig Cancer only,87
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,Epigenetic Regulation By Wdr5 Containing Histone Modifying Complexes,Reactome,1.85,-1.651,0.01844,0.38,Sig Cancer only,11
GOBP_LAMELLIPODIUM_ORGANIZATION,Lamellipodium Organization,GO:BP,2.202,1.294,1.769e-4,0.8281,Sig Cancer only,25
REACTOME_RAC1_GTPASE_CYCLE,Rac1 Gtpase Cycle,Reactome,1.98,-1.513,0.008281,0.4987,Sig Cancer only,25
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,NADH Dehydrogenase Complex Assembly,GO:BP,-1.82,1.671,0.01778,0.2807,Sig Cancer only,26
PID_INTEGRIN1_PATHWAY,Pid Integrin1 Pathway,PID,2.267,-1.223,6.464e-4,0.9243,Sig Cancer only,24
WP_FATTY_ACID_BETAOXIDATION,Wp Fatty Acid Betaoxidation,WikiPathways,-2.182,-1.305,0.002079,0.595,Sig Cancer only,24
GOBP_ENDOTHELIUM_DEVELOPMENT,Endothelium Development,GO:BP,1.917,-1.569,0.008468,0.4551,Sig Cancer only,22
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,Cell Surface Interactions At The Vascular Wall,Reactome,2.242,-1.219,3.61e-5,0.7047,Sig Cancer only,36
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,Regulation Of Leukocyte Differentiation,GO:BP,2.014,-1.444,0.003289,0.5907,Sig Cancer only,29
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,Fcgamma Receptor Fcgr Dependent Phagocytosis,Reactome,2.232,1.221,4.171e-5,0.7427,Sig Cancer only,36
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,Variant Scrapie Conformation Prpsc To Mglur5 Ca2 Apoptotic Pathway,KEGG,-1.842,1.596,0.03203,0.1621,Sig Cancer only,10
REACTOME_COMPLEX_IV_ASSEMBLY,Complex Iv Assembly,Reactome,-1.76,1.67,0.03286,0.2054,Sig Cancer only,24
GOBP_SUPEROXIDE_METABOLIC_PROCESS,Superoxide Metabolic Process,GO:BP,1.792,-1.634,0.03549,0.3477,Sig Cancer only,18
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,Antibacterial Humoral Response,GO:BP,2.299,1.12,1.864e-5,0.9726,Sig Cancer only,15
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,Integrin Cell Surface Interactions,Reactome,2.195,-1.224,1.536e-4,0.7469,Sig Cancer only,21
WP_MALE_INFERTILITY,Wp Male Infertility,WikiPathways,1.856,-1.535,0.01918,0.3161,Sig Cancer only,16
REACTOME_GPCR_LIGAND_BINDING,Gpcr Ligand Binding,Reactome,2.241,-1.147,4.171e-5,0.8684,Sig Cancer only,12
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,Modulation Of Process Of Another Organism,GO:BP,1.938,-1.447,0.00498,0.6664,Sig Cancer only,21
GOBP_REGULATION_OF_WOUND_HEALING,Regulation Of Wound Healing,GO:BP,2.129,-1.243,4.395e-4,0.836,Sig Cancer only,28
GOBP_HUMORAL_IMMUNE_RESPONSE,Humoral Immune Response,GO:BP,2.672,0.679,3.586e-10,1,Sig Cancer only,47
REACTOME_COMPLEMENT_CASCADE,Complement Cascade,Reactome,2.64,-0.706,7.281e-9,0.9974,Sig Cancer only,27
REACTOME_EPH_EPHRIN_SIGNALING,Eph Ephrin Signaling,Reactome,2.023,1.321,0.002279,0.6253,Sig Cancer only,32
KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY,Reference Microtubule Rhoa Signaling Pathway,KEGG,1.74,-1.598,0.03506,0.1835,Sig Cancer only,11
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,Negative Regulation Of Cell Activation,GO:BP,2.17,-1.16,5.839e-4,0.9333,Sig Cancer only,23
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,Mitochondrial Protein Import,Reactome,-1.821,1.492,0.008745,0.38,Sig Cancer only,47
WP_COMPLEMENT_SYSTEM,Wp Complement System,WikiPathways,2.289,-1.005,3.269e-5,0.9352,Sig Cancer only,27
GOBP_ACUTE_PHASE_RESPONSE,Acute Phase Response,GO:BP,2.214,-1.077,1.371e-4,0.998,Sig Cancer only,13
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Phosphatidylinositol 3 Kinase Protein Kinase B Signal Transduction,GO:BP,1.95,-1.341,0.001968,0.7099,Sig Cancer only,43
GOBP_FIBROBLAST_PROLIFERATION,Fibroblast Proliferation,GO:BP,2.007,-1.283,0.003884,0.8281,Sig Cancer only,19
WP_BURN_WOUND_HEALING,Wp Burn Wound Healing,WikiPathways,2.296,-0.994,3.269e-5,0.9352,Sig Cancer only,22
GOBP_ENDOTHELIAL_CELL_DEVELOPMENT,Endothelial Cell Development,GO:BP,1.956,-1.328,0.006144,0.8145,Sig Cancer only,16
GOBP_MEMBRANE_INVAGINATION,Membrane Invagination,GO:BP,1.901,-1.383,0.008449,0.8033,Sig Cancer only,13
GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS,Hydrogen Peroxide Catabolic Process,GO:BP,1.958,-1.323,0.004633,0.8145,Sig Cancer only,15
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,Defense Response To Bacterium,GO:BP,2.234,1.038,5.344e-5,1,Sig Cancer only,39
REACTOME_LAMININ_INTERACTIONS,Laminin Interactions,Reactome,1.722,-1.55,0.04052,0.4701,Sig Cancer only,15
GOBP_MITOCHONDRION_ORGANIZATION,Mitochondrion Organization,GO:BP,-1.739,1.525,7.134e-4,0.2081,Sig Cancer only,165
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,T Cell Activation Involved In Immune Response,GO:BP,1.856,-1.402,0.02048,0.7875,Sig Cancer only,11
GOBP_REGULATION_OF_CELL_SHAPE,Regulation Of Cell Shape,GO:BP,1.919,-1.334,0.006848,0.7819,Sig Cancer only,27
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,Degradation Of The Extracellular Matrix,Reactome,2.169,1.083,1.617e-4,0.9228,Sig Cancer only,33
GOBP_COLLAGEN_FIBRIL_ORGANIZATION,Collagen Fibril Organization,GO:BP,1.851,1.399,0.02334,0.7591,Sig Cancer only,10
GOBP_CRISTAE_FORMATION,Cristae Formation,GO:BP,-2.044,1.196,0.01543,0.9235,Sig Cancer only,13
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,Mitochondrial Calcium Ion Transport,Reactome,-1.867,1.373,0.03321,0.6105,Sig Cancer only,14
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,Positive Regulation Of Erk1 And Erk2 Cascade,GO:BP,2.214,-1.017,1.41e-4,1,Sig Cancer only,26
GOBP_REGULATION_OF_COAGULATION,Regulation Of Coagulation,GO:BP,2.165,-1.063,4.05e-4,1,Sig Cancer only,17
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,Metabolism Of Fat Soluble Vitamins,Reactome,2.106,-1.119,8.555e-4,0.9035,Sig Cancer only,13
HALLMARK_KRAS_SIGNALING_UP,KRAS Signaling Up,Hallmark,2.202,-1.02,6.553e-5,0.648,Sig Cancer only,23
HALLMARK_COMPLEMENT,Complement,Hallmark,2.284,-0.933,1.011e-6,0.8133,Sig Cancer only,59
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,Pathogen Salmonella Sopb To Arno Arf Actb G Signaling Pathway,KEGG,1.891,1.32,0.0112,0.2353,Sig Cancer only,14
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,Extracellular Matrix Organization,Reactome,2.289,0.921,1.009e-6,0.9974,Sig Cancer only,75
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS,Rho Gtpases Activate Iqgaps,Reactome,1.792,-1.413,0.02446,0.5792,Sig Cancer only,16
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Inner Mitochondrial Membrane Organization,GO:BP,-2.074,1.129,0.002819,0.9595,Sig Cancer only,29
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Reactive Oxygen Species Metabolic Process,GO:BP,1.802,-1.394,0.006144,0.4944,Sig Cancer only,68
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,Fcgr3a Mediated Il10 Synthesis,Reactome,1.911,-1.278,0.007799,0.7047,Sig Cancer only,15
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,Positive Regulation Of Mapk Cascade,GO:BP,2.285,-0.896,1.864e-5,1,Sig Cancer only,49
PID_AVB3_INTEGRIN_PATHWAY,Pid Avb3 Integrin Pathway,PID,1.923,1.255,0.01852,0.9243,Sig Cancer only,19
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,Positive Regulation Of Inflammatory Response,GO:BP,2.211,-0.964,2.406e-4,1,Sig Cancer only,21
GOBP_REGULATION_OF_BODY_FLUID_LEVELS,Regulation Of Body Fluid Levels,GO:BP,2.355,-0.818,2.561e-7,1,Sig Cancer only,67
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,Establishment Or Maintenance Of Cell Polarity,GO:BP,2.092,-1.081,4.28e-4,0.9726,Sig Cancer only,49
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,Regulation Of Mononuclear Cell Migration,GO:BP,1.912,-1.261,0.007186,0.8281,Sig Cancer only,27
GOBP_LEUKOCYTE_MIGRATION,Leukocyte Migration,GO:BP,2.037,-1.127,4.28e-4,0.9198,Sig Cancer only,62
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,Regulation Of Inflammatory Response,GO:BP,1.915,-1.245,0.004633,0.8145,Sig Cancer only,49
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,Immunoregulatory Interactions Between A Lymphoid And A Non Lymphoid Cell,Reactome,2.378,-0.776,5.311e-6,0.9974,Sig Cancer only,19
HALLMARK_APICAL_JUNCTION,Apical Junction,Hallmark,2.171,0.981,1.507e-5,0.7113,Sig Cancer only,50
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,External Encapsulating Structure Organization,GO:BP,2.14,1.011,2.5e-4,1,Sig Cancer only,46
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,Positive Regulation Of Cell Substrate Adhesion,GO:BP,2.229,-0.92,1.472e-4,1,Sig Cancer only,31
