gene,logFC_Cancer_vs_Healthy,logFC_Training_CR,pi_score_CvH,pi_score_TR,significance,quadrant,imputed
PYGB,-0.0738,0.011,0.966976,0.999219,NS,Discordant (Cancer Down / TR Up),FALSE
CCT8,0.0666,0.0174,0.955803,0.996793,NS,Concordant Up,FALSE
SUGT1,-0.0361,0.0473,0.992948,0.984584,NS,Discordant (Cancer Down / TR Up),FALSE
COPB2,0.0709,0.011,0.989101,0.999696,NS,Concordant Up,TRUE
VAMP3,0.0752,0.0059,0.969554,0.999807,NS,Concordant Up,TRUE
DDAH1,-0.075,-0.0055,0.984583,0.999906,NS,Concordant Down,TRUE
HDGF,0.0139,0.0666,0.998808,0.960902,NS,Concordant Up,FALSE
XPO1,0.0438,0.0342,0.988321,0.991602,NS,Concordant Up,TRUE
UBXN6,-0.0134,0.0642,0.999201,0.980478,NS,Discordant (Cancer Down / TR Up),TRUE
SLC25A24,-0.0735,-0.0039,0.971283,0.999925,NS,Concordant Down,TRUE
PSMA4,-0.0395,-0.0372,0.990249,0.989284,NS,Concordant Down,FALSE
DUSP3,-0.0522,-0.0244,0.984659,0.996107,NS,Concordant Down,TRUE
PLGRKT,0.0486,0.0261,0.992242,0.997385,NS,Concordant Up,TRUE
FAM136A,0.0441,0.0303,0.992272,0.996118,NS,Concordant Up,TRUE
GMPR,0.0446,-0.0283,0.992858,0.996561,NS,Discordant (Cancer Up / TR Down),FALSE
MAP1LC3B2,-0.0477,0.0244,0.992236,0.99759,NS,Discordant (Cancer Down / TR Up),FALSE
EIF3F,0.0038,-0.0679,0.999942,0.974838,NS,Discordant (Cancer Up / TR Down),FALSE
SETD3,0.0319,-0.0381,0.996624,0.996456,NS,Discordant (Cancer Up / TR Down),TRUE
PSMC2,0.0243,-0.0446,0.995677,0.98065,NS,Discordant (Cancer Up / TR Down),FALSE
AARS1,-0.0455,-0.0219,0.984995,0.995975,NS,Concordant Down,FALSE
NPM1,-0.0076,0.0597,0.999727,0.976911,NS,Discordant (Cancer Down / TR Up),FALSE
YWHAG,0.0315,-0.0347,0.99419,0.991209,NS,Discordant (Cancer Up / TR Down),FALSE
HSPE1,-0.0554,0.0074,0.983161,0.999666,NS,Discordant (Cancer Down / TR Up),FALSE
RPL23A,0.0595,0.0033,0.978087,0.999927,NS,Concordant Up,FALSE
PSMD4,-0.0358,-0.0269,0.990391,0.993407,NS,Concordant Down,FALSE
PPP3CA,-0.0066,0.0561,0.999727,0.971486,NS,Discordant (Cancer Down / TR Up),FALSE
DNM2,-0.0083,0.0534,0.999476,0.968624,NS,Discordant (Cancer Down / TR Up),FALSE
TPI1,-0.0589,0.0028,0.969303,0.99993,NS,Discordant (Cancer Down / TR Up),FALSE
RPL38,-0.0443,-0.0168,0.992658,0.998766,NS,Concordant Down,FALSE
TRIM72,-0.0256,-0.0348,0.995973,0.990535,NS,Concordant Down,TRUE
CA14,0.0534,-0.0057,0.990945,0.999887,NS,Discordant (Cancer Up / TR Down),TRUE
TCP1,0.055,0.0038,0.978802,0.999894,NS,Concordant Up,FALSE
PGAM2,0.0097,-0.0484,0.999603,0.986904,NS,Discordant (Cancer Up / TR Down),TRUE
DUSP23,-0.0421,0.0155,0.994523,0.999315,NS,Discordant (Cancer Down / TR Up),TRUE
ABCF2,0.0086,0.0489,0.999769,0.991058,NS,Concordant Up,TRUE
TPP2,-0.047,-0.0078,0.986047,0.99959,NS,Concordant Down,TRUE
PSMB4,0.0337,-0.0108,0.992683,0.999125,NS,Discordant (Cancer Up / TR Down),FALSE
NSUN2,-0.0134,-0.0311,0.999283,0.996025,NS,Concordant Down,TRUE
MAP4,0.0168,-0.0276,0.998316,0.994213,NS,Discordant (Cancer Up / TR Down),FALSE
TARDBP,-0.0289,0.0146,0.995764,0.998753,NS,Discordant (Cancer Down / TR Up),TRUE
AKR1B1,0.0385,-0.0037,0.994439,0.999941,NS,Discordant (Cancer Up / TR Down),FALSE
NIF3L1,0.0315,-0.0102,0.993255,0.99918,NS,Discordant (Cancer Up / TR Down),FALSE
SARS1,-0.0068,0.0339,0.99975,0.991731,NS,Discordant (Cancer Down / TR Up),TRUE
PLPBP,0.0152,-0.0248,0.999197,0.997352,NS,Discordant (Cancer Up / TR Down),FALSE
HSPA1L,-0.0058,-0.0334,0.999896,0.995563,NS,Concordant Down,FALSE
TXN2,-0.0249,-0.0118,0.997351,0.999292,NS,Concordant Down,TRUE
UGGT1,0.02,0.0154,0.997312,0.998121,NS,Concordant Up,TRUE
GPI,-0.0225,0.0127,0.995766,0.998393,NS,Discordant (Cancer Down / TR Up),FALSE
IST1,0.0128,0.0205,0.999112,0.997122,NS,Concordant Up,TRUE
SNRPD3,0.0165,-0.015,0.998503,0.998477,NS,Discordant (Cancer Up / TR Down),FALSE
MPC1,0.0097,-0.0142,0.999917,0.99977,NS,Discordant (Cancer Up / TR Down),TRUE
TXNDC12,-0.0066,-0.0155,0.999856,0.999056,NS,Concordant Down,TRUE
UGP2,0.0111,0.0077,0.999261,0.999563,NS,Concordant Up,FALSE
PSMB2,0.0125,0.0035,0.999064,0.999914,NS,Concordant Up,FALSE
ARL6IP5,0.0148,-8e-4,0.99888,0.999996,NS,Discordant (Cancer Up / TR Down),FALSE
ATL3,3.4695,-1.0422,0,0.007932,Sig Both,Discordant (Cancer Up / TR Down),TRUE
RETSAT,3.031,-1.374,0,0.006217,Sig Both,Discordant (Cancer Up / TR Down),TRUE
TUBB2B,2.6616,-1.3614,0,6.53e-4,Sig Both,Discordant (Cancer Up / TR Down),TRUE
THY1,2.4008,1.0753,0,0.003389,Sig Both,Concordant Up,TRUE
DDX19B,1.908,-1.2691,1e-6,0.008725,Sig Both,Discordant (Cancer Up / TR Down),TRUE
MRPL13,-0.956,1.2963,0.018602,7.2e-4,Sig Both,Discordant (Cancer Down / TR Up),TRUE
MAP1B,1.1559,-0.777,0.031076,0.022938,Sig Both,Discordant (Cancer Up / TR Down),TRUE
G3BP2,-0.9666,0.955,0.036504,0.020128,Sig Both,Discordant (Cancer Down / TR Up),TRUE
ALDH1B1,-0.8578,0.6999,0.012392,0.029089,Sig Both,Discordant (Cancer Down / TR Up),TRUE
CLPP,-0.6631,0.6308,0.013732,0.014662,Sig Both,Discordant (Cancer Down / TR Up),TRUE
PLIN1,3.9076,-0.5612,0,0.609556,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
HBG2,3.9358,-0.3296,0,0.857471,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ADIRF,3.3419,-0.7633,0,0.26406,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
SNCA,3.6997,-0.0981,0,0.981434,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
MGST1,3.1785,-0.5135,2e-6,0.609879,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
COMP,3.6044,0.0372,0,0.998322,Sig Cancer only,Concordant Up,TRUE
FASN,2.6715,-0.8253,7.49e-4,0.175956,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
THBS4,2.6177,0.825,8.3e-5,0.208453,Sig Cancer only,Concordant Up,TRUE
CAVIN3,2.811,-0.5832,2.9e-5,0.36849,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
PHGDH,3.2869,0.0254,0,0.998922,Sig Cancer only,Concordant Up,TRUE
AOC3,2.8604,-0.3669,0,0.765067,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
S100A6,3.0736,-0.1486,0,0.967799,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
COL1A2,2.7781,0.4375,0.005381,0.75218,Sig Cancer only,Concordant Up,TRUE
SERPING1,3.057,0.125,0,0.966059,Sig Cancer only,Concordant Up,FALSE
CLU,3.0334,0.1291,0,0.962699,Sig Cancer only,Concordant Up,FALSE
APOL1,2.9638,0.1593,0,0.948574,Sig Cancer only,Concordant Up,TRUE
CAT,2.7986,-0.2923,0,0.796464,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
APOE,2.6663,0.3938,0,0.635458,Sig Cancer only,Concordant Up,FALSE
CP,2.7178,0.3111,0,0.761133,Sig Cancer only,Concordant Up,FALSE
PPBP,2.8164,0.2124,1e-6,0.906032,Sig Cancer only,Concordant Up,TRUE
APOM,2.7741,0.2237,0,0.91779,Sig Cancer only,Concordant Up,TRUE
SLC2A1,2.8494,-0.1016,0,0.976374,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
RCN3,2.121,0.8169,5.43e-4,0.244177,Sig Cancer only,Concordant Up,TRUE
VIM,2.7301,0.2005,0,0.934693,Sig Cancer only,Concordant Up,FALSE
S100A9,2.6709,-0.2349,0,0.875234,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
MCAM,2.4077,-0.4783,1e-6,0.605388,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
THBS1,2.6373,0.2439,8.8e-5,0.871885,Sig Cancer only,Concordant Up,TRUE
GNG2,2.1867,-0.6775,1e-4,0.265662,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
JCHAIN,2.7423,-0.1083,0,0.982526,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ANK1,2.6257,-0.1969,0,0.909794,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
PNP,2.7885,-0.0194,0,0.999095,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
PRELP,2.5189,0.2424,0,0.900516,Sig Cancer only,Concordant Up,FALSE
S100B,2.2824,-0.4112,0.043311,0.810602,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
LXN,2.4295,-0.2292,0,0.833168,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
FABP4,2.4376,-0.1986,0,0.93973,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
TUBB4A,1.6803,-0.9463,6.9e-5,0.070433,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
FN1,2.5662,0.0507,0,0.994177,Sig Cancer only,Concordant Up,TRUE
SAA4,2.5683,-0.0357,9.7e-5,0.997384,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
DEFA3,2.3109,-0.2871,0,0.788787,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
TKT,2.4232,-0.1708,0,0.935384,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
TUBA1C,2.257,-0.3177,5.15e-4,0.760274,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
AEBP1,1.7758,0.7853,0.00641,0.241439,Sig Cancer only,Concordant Up,TRUE
STOM,2.3739,-0.1812,0,0.915778,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
ANXA1,2.434,0.1193,0,0.972661,Sig Cancer only,Concordant Up,FALSE
S100A8,2.3104,-0.2266,0,0.893542,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CD44,1.7712,0.7346,0.00347,0.238659,Sig Cancer only,Concordant Up,TRUE
TAGLN,2.3728,0.1313,0,0.957253,Sig Cancer only,Concordant Up,FALSE
PROS1,2.073,-0.4146,0.001932,0.569867,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
HSPA12A,2.4113,-0.0715,0,0.990026,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
RBP4,2.2264,-0.244,0,0.824309,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
GPNMB,1.6428,0.8207,0.003062,0.153936,Sig Cancer only,Concordant Up,TRUE
EPB41,2.1874,-0.2739,0,0.786927,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
LPCAT3,-1.5605,0.8983,4.6e-5,0.050744,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
TTR,2.3508,0.104,0,0.975367,Sig Cancer only,Concordant Up,FALSE
OGN,1.9299,0.5247,0,0.381198,Sig Cancer only,Concordant Up,TRUE
COL6A2,2.1367,-0.3134,0,0.793032,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
SPARC,2.2954,0.1503,0,0.919354,Sig Cancer only,Concordant Up,TRUE
ACAT2,1.8448,-0.5934,0,0.108526,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
SPTB,2.127,-0.2293,0,0.859753,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
HPR,2.1732,0.1783,1e-6,0.926111,Sig Cancer only,Concordant Up,TRUE
TMOD3,1.763,0.5775,0.001614,0.212021,Sig Cancer only,Concordant Up,TRUE
ARPC5,2.1834,0.143,0,0.938607,Sig Cancer only,Concordant Up,TRUE
S100A4,2.2061,-0.1028,0,0.972955,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SERPINF1,2.0123,0.2749,0,0.769513,Sig Cancer only,Concordant Up,FALSE
SERPINF2,2.1849,0.0973,0,0.973513,Sig Cancer only,Concordant Up,FALSE
ASPN,1.4483,0.8303,5.89e-4,0.076414,Sig Cancer only,Concordant Up,TRUE
DIAPH2,-1.5381,0.7335,2e-6,0.07818,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
CA2,1.8618,-0.3986,0,0.599867,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
BPGM,2.1045,-0.1524,0,0.933217,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
S100A11,2.0999,0.1497,0,0.945433,Sig Cancer only,Concordant Up,TRUE
TNKS1BP1,1.9252,-0.3182,1.6e-5,0.733096,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
FBN1,1.9893,-0.2451,0,0.863799,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
DMTN,1.8653,-0.3675,0.001643,0.690801,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
AKR1C1,2.0501,-0.1708,0,0.934685,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
PRDX2,1.9971,-0.2167,0,0.895933,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SNCG,2.1203,-0.0933,2e-6,0.982779,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ALAD,2.0106,-0.1919,0,0.895753,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
BGN,1.4844,0.7133,1.76e-4,0.115751,Sig Cancer only,Concordant Up,TRUE
DCN,1.8629,0.3304,4e-6,0.769529,Sig Cancer only,Concordant Up,FALSE
ACADL,1.4315,-0.7271,3.04e-4,0.138164,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CARHSP1,1.687,-0.464,0.038937,0.535695,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
FBLN1,1.9354,0.2146,0,0.836579,Sig Cancer only,Concordant Up,FALSE
CAV1,1.8741,-0.2743,2e-6,0.839049,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SOD3,1.764,-0.3842,0,0.555947,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
LUM,1.8171,0.3197,0,0.740758,Sig Cancer only,Concordant Up,FALSE
CD81,1.7802,-0.3493,0,0.683411,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
MFAP4,1.9884,-0.1295,1.62e-4,0.969601,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CAPG,1.4803,0.635,0.002836,0.287957,Sig Cancer only,Concordant Up,TRUE
SH3BGRL,1.8418,0.2707,0,0.767437,Sig Cancer only,Concordant Up,FALSE
ADH1B,1.5706,-0.534,2.05e-4,0.443057,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CLEC3B,1.6677,0.4155,0,0.461585,Sig Cancer only,Concordant Up,FALSE
FSCN1,1.4835,0.5964,0,0.103869,Sig Cancer only,Concordant Up,FALSE
AKR1C2,1.6863,-0.393,3.4e-5,0.618142,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CORO1C,1.7286,0.3424,8.3e-5,0.667221,Sig Cancer only,Concordant Up,TRUE
BLVRB,1.6815,-0.3754,0,0.570867,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
LRG1,1.8608,0.1681,0,0.921677,Sig Cancer only,Concordant Up,FALSE
LTF,1.7067,-0.3179,0.009531,0.701022,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
FBXO7,1.7214,0.3016,0,0.68901,Sig Cancer only,Concordant Up,TRUE
CD9,1.883,-0.1345,1e-6,0.954771,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
AOX1,1.3939,-0.6186,0.017619,0.445837,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
NDRG1,1.8912,-0.1209,7e-6,0.951905,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ACLY,1.926,0.0729,0.002602,0.986392,Sig Cancer only,Concordant Up,TRUE
COL6A1,1.8917,0.0993,1.1e-5,0.982051,Sig Cancer only,Concordant Up,TRUE
EHD2,1.7261,-0.2343,2e-6,0.860798,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
ANXA2,1.8988,0.0431,1e-6,0.996242,Sig Cancer only,Concordant Up,FALSE
GLIPR2,1.7688,0.168,9e-6,0.929576,Sig Cancer only,Concordant Up,TRUE
MYO6,-1.438,0.4924,1e-6,0.259152,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
HPRT1,1.666,-0.2588,0,0.739302,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
APOD,1.769,0.1526,1e-6,0.942947,Sig Cancer only,Concordant Up,FALSE
LCP1,1.7758,0.1436,1e-6,0.950603,Sig Cancer only,Concordant Up,FALSE
CNN1,1.4255,0.4797,0.005674,0.403533,Sig Cancer only,Concordant Up,TRUE
SFXN3,1.7662,0.1382,0,0.907336,Sig Cancer only,Concordant Up,TRUE
ARRB1,1.6447,-0.2489,1.7e-5,0.831857,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
KLKB1,1.8516,-0.04,0.001469,0.99642,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ACTN4,1.5546,0.3315,1.4e-5,0.702875,Sig Cancer only,Concordant Up,FALSE
SH3BGRL3,1.5883,0.2881,1e-6,0.717939,Sig Cancer only,Concordant Up,TRUE
EFEMP1,1.6515,0.217,0,0.850105,Sig Cancer only,Concordant Up,TRUE
GPX3,1.6484,-0.2195,0,0.834462,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SDHC,-1.6832,0.1789,0,0.906822,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
GNAI3,1.7127,-0.1467,0,0.90488,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
COL6A3,1.2123,0.6351,0.015022,0.31406,Sig Cancer only,Concordant Up,FALSE
F13A1,1.5272,0.3197,8e-6,0.703977,Sig Cancer only,Concordant Up,FALSE
GGT5,1.3662,-0.4684,1.98e-4,0.208862,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
MARCHF5,-1.0729,0.7522,5.2e-4,0.055177,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
ADD1,1.7371,0.0849,0,0.97673,Sig Cancer only,Concordant Up,TRUE
CALD1,1.3596,0.4606,2.9e-5,0.316681,Sig Cancer only,Concordant Up,TRUE
TPM4,1.4733,0.3414,2e-6,0.611235,Sig Cancer only,Concordant Up,FALSE
CYBRD1,1.7897,0.0234,5e-5,0.998787,Sig Cancer only,Concordant Up,TRUE
S100A10,1.539,0.2695,2.4e-5,0.806646,Sig Cancer only,Concordant Up,FALSE
LASP1,1.7333,0.072,1e-6,0.985726,Sig Cancer only,Concordant Up,TRUE
CSRP1,1.7054,-0.0817,0,0.976834,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CAVIN2,1.4854,-0.2991,1e-6,0.69156,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
PEA15,1.6053,0.1755,0,0.895359,Sig Cancer only,Concordant Up,TRUE
PTBP1,1.5359,0.2435,3e-6,0.817907,Sig Cancer only,Concordant Up,TRUE
PLIN4,1.2963,-0.4777,5.57e-4,0.420972,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
LGALS3BP,1.6744,0.0938,0,0.973183,Sig Cancer only,Concordant Up,TRUE
YAP1,1.7073,0.051,2e-6,0.993927,Sig Cancer only,Concordant Up,TRUE
AKAP12,1.4439,0.3131,1e-6,0.64506,Sig Cancer only,Concordant Up,FALSE
CD163,1.448,-0.2978,0.006806,0.752697,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
AZGP1,1.723,0.0223,0,0.998623,Sig Cancer only,Concordant Up,FALSE
DDI2,1.6307,-0.1113,0.002176,0.970166,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CD34,1.6936,0.045,1.5e-4,0.993308,Sig Cancer only,Concordant Up,TRUE
CRIP1,1.6176,-0.1119,0.001529,0.968953,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
VAT1,1.5271,0.1962,2e-6,0.879003,Sig Cancer only,Concordant Up,FALSE
RAB8A,1.7041,0.0112,9.6e-5,0.999692,Sig Cancer only,Concordant Up,TRUE
UROD,1.49,-0.2208,0,0.779294,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CRIP2,1.54,0.1692,0,0.880519,Sig Cancer only,Concordant Up,FALSE
ADPRH,-1.5589,-0.1408,1e-6,0.941054,Sig Cancer only,Concordant Down,TRUE
MRPL38,-0.9464,0.7518,0.029327,0.144015,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
ADH1C,1.2628,-0.4351,3.12e-4,0.519113,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
MYH10,1.6546,0.0303,0.001541,0.996939,Sig Cancer only,Concordant Up,TRUE
MYOZ2,1.6621,-0.0173,0.017648,0.999702,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
ACTB,1.4593,0.2171,0.001018,0.901272,Sig Cancer only,Concordant Up,FALSE
RAB23,1.2118,0.4579,0.039777,0.66398,Sig Cancer only,Concordant Up,TRUE
CAVIN1,1.4009,-0.2643,8e-5,0.797264,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CLIC1,1.5694,0.0884,0,0.970523,Sig Cancer only,Concordant Up,FALSE
AKR1C3,1.5594,0.0972,1.8e-5,0.976814,Sig Cancer only,Concordant Up,FALSE
SPTBN1,1.5811,0.0744,0,0.98302,Sig Cancer only,Concordant Up,FALSE
FAH,1.3157,-0.3358,2e-6,0.540934,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
GSN,1.407,0.2437,8e-6,0.798592,Sig Cancer only,Concordant Up,FALSE
ARPC1B,1.5156,0.1341,0,0.935939,Sig Cancer only,Concordant Up,TRUE
G6PD,1.3056,-0.3419,0.003016,0.603628,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
HEBP1,1.4584,-0.1876,6e-6,0.887403,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CTSG,0.9987,0.6425,0.036908,0.214924,Sig Cancer only,Concordant Up,TRUE
TUBB6,1.6338,8e-4,0,0.999998,Sig Cancer only,Concordant Up,FALSE
ACACA,-1.2827,0.3408,8.38e-4,0.682976,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
SRI,1.3987,-0.2218,1e-6,0.80821,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
CNN3,1.2504,0.3449,0.002179,0.650104,Sig Cancer only,Concordant Up,TRUE
B2M,1.5052,-0.0893,3e-6,0.976848,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
SMTNL1,-1.1348,-0.4411,2.49e-4,0.340782,Sig Cancer only,Concordant Down,TRUE
LGALS1,1.1829,-0.3828,2.6e-5,0.415906,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
DYNC1LI2,1.3074,-0.2513,1.27e-4,0.77125,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
SORBS1,1.2705,-0.287,0.002504,0.787493,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
MARCKS,1.3805,0.1767,1e-6,0.864533,Sig Cancer only,Concordant Up,TRUE
MUSTN1,1.1201,0.4342,0.00838,0.529947,Sig Cancer only,Concordant Up,TRUE
MGLL,1.4072,-0.1451,5e-5,0.943684,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
SPTAN1,1.4741,0.075,2e-6,0.982873,Sig Cancer only,Concordant Up,FALSE
CNN2,1.3494,0.1983,0.002086,0.888464,Sig Cancer only,Concordant Up,TRUE
CYB5B,-1.4827,0.0649,0,0.981923,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
ARHGAP1,1.3198,0.2218,0,0.762309,Sig Cancer only,Concordant Up,FALSE
AP1B1,0.8675,0.6735,0.022894,0.067856,Sig Cancer only,Concordant Up,TRUE
SELENBP1,1.1024,-0.4364,4.37e-4,0.349197,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
TAGLN2,1.3221,0.2138,2e-6,0.80697,Sig Cancer only,Concordant Up,FALSE
TYMP,1.459,-0.0763,1.5e-5,0.983876,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CD36,1.2644,-0.2579,0.001606,0.825181,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
DDAH2,1.5024,0.0182,0,0.999037,Sig Cancer only,Concordant Up,TRUE
CAV2,1.5126,-0.0034,1.34e-4,0.999979,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
CCS,1.2236,-0.2906,5.3e-5,0.679149,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
SAMHD1,1.2775,-0.2235,0.002565,0.824893,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
MYO1C,1.3246,-0.1714,9.6e-5,0.909165,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
GNAQ,0.9394,-0.5506,0.04371,0.344652,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
NUBP2,0.8492,0.6347,0.017782,0.145551,Sig Cancer only,Concordant Up,TRUE
C19orf12,-0.8522,0.631,0.011037,0.101224,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
TMOD1,1.222,0.2497,3.01e-4,0.794445,Sig Cancer only,Concordant Up,TRUE
EHD1,1.2553,-0.2138,9.4e-5,0.840052,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
PGM2,1.3829,0.0862,1e-6,0.969991,Sig Cancer only,Concordant Up,TRUE
MT-ND4,-1.2097,0.2573,0.003444,0.841514,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
NDUFB5,-0.9263,0.5403,0.016733,0.248214,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
ITGA1,1.1619,-0.299,7.15e-4,0.681976,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
SOD1,1.0552,-0.4036,8e-6,0.228097,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
ANXA5,1.375,-0.0826,3.3e-4,0.983416,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
MRPL49,-1.0631,0.3936,0.00127,0.471547,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
GMPR2,0.9763,-0.4786,0.023437,0.45316,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
KDSR,1.1326,-0.3189,0.00501,0.773451,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
FAM162A,-0.9983,0.4478,0.001432,0.298305,Sig Cancer only,Discordant (Cancer Down / TR Up),FALSE
GCLC,1.221,-0.2188,3.5e-5,0.808343,Sig Cancer only,Discordant (Cancer Up / TR Down),FALSE
BZW2,-0.9886,0.4412,0.011783,0.446117,Sig Cancer only,Discordant (Cancer Down / TR Up),TRUE
UBA5,1.1362,-0.2851,0.003374,0.709618,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
LAMB2,1.2292,0.192,0.006007,0.919774,Sig Cancer only,Concordant Up,TRUE
EPS15,1.1744,-0.2384,0.011597,0.754119,Sig Cancer only,Discordant (Cancer Up / TR Down),TRUE
