"","uniprot_id","protein","gene","description","Ensembl","CR006_T1","CR006_T2","CR007_T2","CR008_T1","CR008_T2","CR010_T2","CR012_T1","CR012_T2","CR015_T1","CR017_T1","CR017_T2","CR018_T1","CR018_T2","CR022_T1","CR022_T2","CR025_T1","CR025_T2","CR072_T1","CR072_T2","CR149_T1","CR149_T2","CR163_T1","CR163_T2","CR383_T1","CR386_T2","PPS02","PPS20","PPS28","PPS31","PPS32","PPS37","PPS40","PPS41","PPS42","PPS44"
"Q9Y5P6","Q9Y5P6","GMPPB_HUMAN","GMPPB","Mannose-1-phosphate guanyltransferase beta","ENSG00000173540",15.5480142719287,15.061310088504,15.3501486446701,15.124220088923,14.6588001316155,15.3122862147183,15.1653247741471,14.492490410297,14.4057661665161,15.571051831759,15.3061632960619,14.8932859106944,15.2071454859223,15.4366973025343,15.1385845281436,14.6155629888617,14.8267524886611,15.3223425660534,15.602002997258,15.5787057601195,15.2693056478162,14.7628279017051,14.1700040683874,15.1708320920247,15.4813610168673,15.6938821258891,14.5073549406021,15.1624569406638,14.6322647610379,15.0869087286167,15.242978837236,15.1183332210412,14.8230208769622,14.7442247773077,15.5923040597343
"Q14157","Q14157","UBP2L_HUMAN","UBAP2L","Ubiquitin-associated protein 2-like","ENSG00000143569",14.9559795436067,15.3696329138113,15.7371719943142,14.6824255822623,14.8113481909677,NA,14.7078600157893,14.0009305339065,16.2295668358197,14.4983128068948,14.19750678772,14.1772290283573,NA,NA,14.1575814615094,14.5178741433702,15.4104719230753,14.9299840340667,NA,NA,15.6598391124108,NA,NA,NA,14.2803778396262,15.1555251392813,15.4901223138353,NA,15.4269471924005,13.8490400323501,14.9801124728384,14.1882056327263,15.0162535516542,14.6958834967197,14.8652786961401
"Q9H2W6","Q9H2W6","RM46_HUMAN","MRPL46","39S ribosomal protein L46, mitochondrial","ENSG00000259494",NA,14.4947431643513,15.1691979901834,15.3848982100287,16.3020154627161,NA,14.4400193532702,15.0490359275494,13.5572104003499,14.8502472464887,NA,15.293637385024,14.8564043139604,NA,14.9743952752794,NA,15.0982217798498,15.5316484934071,13.9731069046864,13.7248657627316,NA,16.227200993628,16.1751558690212,14.8609218784889,13.6639202182833,NA,NA,16.3600294171204,15.5268692388613,15.4711849384067,15.2656711284038,15.7929193866587,14.7213956784179,15.2268220932588,15.7773334926249
"Q16629","Q16629","SRSF7_HUMAN","SRSF7","Serine/arginine-rich splicing factor 7","ENSG00000115875",15.5332337201862,NA,NA,NA,15.1889717886684,15.1492954763431,NA,NA,14.9212188175162,15.7414476205659,16.2217834469783,15.6555853169804,15.5567203176907,NA,NA,NA,NA,15.1706692342467,NA,NA,15.5633084039115,14.6446001423265,14.5386216207793,15.1627993355376,14.9114481445928,14.8658047156851,15.5048608700857,14.0080304421265,NA,15.3106460265316,NA,NA,NA,NA,14.7318029416827
"Q9Y3A3","Q9Y3A3","PHOCN_HUMAN","MOB4","MOB-like protein phocein","ENSG00000115540",NA,14.4785961975825,15.2559816742958,14.7003702627543,14.7328919526397,15.533633374945,15.2068494811275,14.9359377315514,15.3326584760199,15.2865713375044,15.2896607372096,15.6043088730934,NA,NA,NA,14.8370842309124,15.5168114555846,15.4156612773935,15.347315025944,15.0923247876068,NA,15.2618328179888,15.3673137490621,15.4019799497837,14.908631536684,15.5934969977835,15.0825188531293,14.5816582901312,15.5402929904643,15.8754398260903,15.7352892097655,15.474567019699,15.1941020838107,15.409828506397,15.4611492997836
"Q9H8Y8","Q9H8Y8","GORS2_HUMAN","GORASP2","Golgi reassembly-stacking protein 2","ENSG00000115806",NA,NA,14.7864221910618,15.1379529122056,14.1875780549339,15.4684619176373,15.2268092555036,15.1915337648635,14.864656412065,15.487452368622,15.3922515939333,15.5362775149621,14.409155536422,NA,15.3327171225905,15.2962827655727,15.5339618825321,15.2222933992918,15.864818874986,15.4424104237703,15.3633972109298,15.1377661488992,14.7043476239737,14.5052858180006,15.1056798233579,15.8838128454125,15.1052056781797,14.5934921172255,14.9649666969874,15.2141619892161,14.8749987733227,15.0346752154875,14.6721552804632,15.0465592794661,14.918443798013
"Q96EP5","Q96EP5","DAZP1_HUMAN","DAZAP1","DAZ-associated protein 1","ENSG00000071626",15.0627289091171,NA,14.8810351638444,15.3612510717503,14.9168603634539,15.0526637643791,15.8224177536472,15.9462377124099,15.3297697452528,15.2463576240406,15.4178775181333,15.7062148299958,NA,15.0737044639161,15.1968924183028,15.5836716207278,16.2823194486887,14.8592296985711,14.355707656292,15.2108841034186,14.4025581388685,15.4874920214883,14.2464770844846,14.7583101482444,14.8199851974254,15.2055569385444,14.584058952424,14.6067383628974,14.9377300871381,14.8924032522867,15.2263926548771,14.8678973868993,15.2009836962829,14.7954946518683,14.0630590536363
"Q8TD19","Q8TD19","NEK9_HUMAN","NEK9","Serine/threonine-protein kinase Nek9","ENSG00000119638",NA,NA,14.7246990516724,15.0227140735787,14.9591558156508,14.3915894744972,14.9583278744935,14.9527160743141,15.0521218090308,14.6451984747751,NA,14.6544717687732,NA,NA,15.3241068911353,15.1509064927724,14.7149390121952,14.6224107021834,15.5922512580519,NA,13.7907204731932,NA,NA,15.1919492827101,NA,NA,15.9917869330679,15.3637840484444,15.6494594203108,15.3297240842577,15.4792343976198,15.4120963917277,15.662999279238,15.2465998921213,NA
"Q8WWM9","Q8WWM9","CYGB_HUMAN","CYGB","Cytoglobin","ENSG00000161544",NA,14.8215105400128,14.0632012477074,15.1369086539453,15.1423019873083,15.9164109484687,15.4192167615023,15.1496447694345,13.4504595773689,14.1252712817493,NA,14.3753733679108,NA,NA,14.9337413514819,NA,15.5355654925329,15.2454214994433,15.8533718335443,NA,NA,15.0198519169935,15.4590925594171,14.6036389282804,14.3601851840612,13.6233130249243,13.5298798980164,NA,14.2087297638063,14.097592624504,14.4732426641237,14.6557234432491,14.4584847206832,14.6043640427308,NA
"Q92783","Q92783","STAM1_HUMAN","STAM","Signal transducing adapter molecule 1","ENSG00000136738",NA,NA,15.1057289838695,15.2517026177576,15.4048580550528,14.3213891269219,14.2664197002983,14.3245366383107,14.8130429102569,15.073375993815,NA,15.1299396385489,15.8232815054441,15.5971642640035,14.7449122861173,14.9123075122633,14.921989660088,NA,14.7720442792034,15.4081602696973,14.7725949753729,15.2425333867222,14.919863143384,14.3872022770825,15.8752787160764,15.0607325643517,13.6473373255034,NA,14.0070389229373,14.6453130828397,13.9101381378443,14.3146553090763,14.5236547336358,14.2943479461306,NA
"P36404","P36404","ARL2_HUMAN","ARL2","ADP-ribosylation factor-like protein 2","ENSG00000213465",NA,NA,15.3020097391019,15.9189724497383,15.2016520422556,15.0485357286809,14.6727070168781,14.9745246806475,15.5189545068868,14.2971287354841,NA,14.4973780037729,NA,NA,15.472465978062,14.9097471295394,14.2229298404244,15.0468760720692,15.3488079711428,NA,15.0670573696497,15.1656126814282,15.4632661059922,NA,NA,NA,15.8963875808304,15.2078299970887,NA,14.6832543444605,15.2764283551888,15.4233742365187,15.0083000268942,15.1357343103837,14.8555303265114
"Q96GD0","Q96GD0","PLPP_HUMAN","PDXP","Pyridoxal phosphate phosphatase","ENSG00000241360",15.1012099486373,NA,14.2334365708423,NA,14.946065934617,NA,13.9473982381078,13.9625008475509,13.5949132332671,15.6655439274484,NA,14.9489510192153,14.4209198394731,NA,NA,NA,NA,14.9919740635953,13.9019029825501,NA,NA,15.0500128694372,14.8280276102609,15.3159727270631,15.1662216221353,15.7999905967603,NA,13.9328434369631,14.7930438563412,14.5186898709149,14.1434422988701,NA,14.2029723823239,NA,15.0636428943249
"Q9NTJ4","Q9NTJ4","MA2C1_HUMAN","MAN2C1","Alpha-mannosidase 2C1","ENSG00000140400",15.0991758542291,NA,15.7649382520609,15.2532889175767,14.5102172708458,14.4647894244965,16.0388765438565,15.4089669571075,14.7683965974555,15.5750334198719,15.0394959990663,15.3201547910157,NA,NA,14.6316591634669,NA,NA,15.0058927461368,14.4675636816021,NA,14.4620510787979,14.5477647353228,14.6278023332385,15.5170187864286,14.3224091001014,15.3108045063302,15.5797083625635,14.9971375392673,15.2674218092809,14.3246317257803,15.7664540946536,15.2292894800564,15.9263904839454,15.4571501312467,15.6810675045148
"P62714","P62714","PP2AB_HUMAN","PPP2CB","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform","ENSG00000104695",15.5819793295696,NA,15.0384422380819,15.4888925563981,15.2221107375694,15.9307798582873,15.1930894475268,14.7909943189382,14.6060224407707,14.9654945881782,15.428096952631,15.4439452471445,NA,15.1471691293936,14.9068273445492,15.6082836847357,15.2682093204916,15.1717260373406,14.8241041517769,NA,NA,14.6603457641013,14.9779065261547,15.1605724363128,15.1873386715975,14.7889908623756,14.8157296775852,14.9128067230424,14.8784633443514,NA,14.7969926008997,15.2786636477928,15.0270050782792,14.8099773214654,14.8076463320179
"Q9BV86","Q9BV86","NTM1A_HUMAN","NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1","ENSG00000148335",15.2322412154753,15.1785738070337,14.5862943677826,14.3916033650124,15.1134835040504,15.3054428281194,14.4085216055813,14.4086417390814,NA,13.7777037649468,NA,15.3292105581197,15.0400279231994,NA,15.2845346319531,NA,NA,15.1130165954525,NA,15.1078214755145,15.1779464992578,16.070539551228,15.6250272700832,15.7193416985075,13.5963852919873,14.8180131954989,15.1744886408978,15.7881986840196,15.5745313228115,14.9906892856656,14.6390481137354,16.125640815472,15.3284660741976,15.4005783719751,14.7861493296671
"Q8NCA5","Q8NCA5","FA98A_HUMAN","FAM98A","Protein FAM98A","ENSG00000119812",NA,NA,NA,NA,16.102757530523,15.4822895285708,14.0191669967532,NA,14.1779345821141,15.341223702589,14.851646569745,15.3050294262966,NA,NA,NA,NA,13.9918325421368,15.4765781554378,NA,14.508656408762,14.3571377457255,15.5751476050951,15.3145006405239,15.5002224540138,14.3931683643661,14.6427689447375,16.207017850077,15.4091903118236,NA,15.2017563183713,15.5438693846974,NA,14.103313337895,14.9511808281035,15.3731708758076
"P02786","P02786","TFR1_HUMAN","TFRC","Transferrin receptor protein 1","ENSG00000072274",14.3864124873966,NA,14.571906467415,NA,NA,15.147576692685,15.7445382665806,14.2697973623751,13.423114669062,15.3769386717975,15.664987032426,14.7967083851507,15.3116277602918,NA,15.3391020432924,15.0591085042297,NA,16.2015069000898,15.7165669540885,15.4591702884018,NA,14.7264010838825,14.4948336370138,15.917194048312,NA,15.7953953728182,15.1502880544425,14.7951494173982,14.3778705766383,15.5817106427197,15.1367280597105,15.4662321903636,14.980129155518,14.6015303358202,12.988700136831
"Q9NP81","Q9NP81","SYSM_HUMAN","SARS2","Serine--tRNA ligase, mitochondrial","ENSG00000104835",15.0172475734547,NA,14.3030864411557,16.0553973231641,15.7183163929713,14.3332375062463,14.7842745507941,15.0083090285431,14.0079109622034,14.1779975141209,NA,14.7371847874949,NA,NA,15.2005101043814,14.7178371649877,14.6899423548636,NA,14.8791740474786,NA,NA,15.4529356709185,15.6778253208892,14.1550988543795,13.8552726801257,14.8106873590885,14.742559092795,15.1337573633204,15.6113721014989,14.9998271518796,15.261234555347,15.8972498616422,15.0644336344686,15.668333280766,15.0102499273781
"Q16890","Q16890","TPD53_HUMAN","TPD52L1","Tumor protein D53","ENSG00000111907",15.436985466833,14.890537681398,15.2033122566175,14.8874300423203,15.1195324726643,15.8788185065109,14.7855508066338,14.8522365330842,14.934083151522,15.5151255738225,14.289264474651,15.2401326006785,16.248577077777,NA,14.4804072039046,14.5640639537719,13.9235308036337,14.6895766552707,NA,15.1615996015936,14.9928557883465,15.9894525205903,16.0687401356934,14.4192524413675,NA,14.4894093812152,NA,14.9085126789673,14.5328521326327,15.3332842277965,15.0995591355717,14.3967253890157,14.7484715674901,15.8765833336497,13.4018118129287
"Q9BZE1","Q9BZE1","RM37_HUMAN","MRPL37","39S ribosomal protein L37, mitochondrial","ENSG00000116221",NA,NA,NA,16.0184410169261,15.1629845892364,NA,14.6817016392141,14.2009267195188,NA,14.1039664152112,13.9627334922833,14.5150687706963,NA,NA,14.8692735277872,14.3758867406745,15.3216162956509,13.5182570697797,NA,NA,15.1877395005373,15.7885163971575,15.6411959588043,14.4310862361544,NA,14.5317813305357,14.2029894157337,15.9319614813472,15.7796993913611,16.0893137213385,15.6975791075626,15.8559409000999,14.307504665749,15.1750592942813,14.5438324277158
"Q96FZ7","Q96FZ7","CHMP6_HUMAN","CHMP6","Charged multivesicular body protein 6","ENSG00000176108",NA,NA,14.9110192854979,14.6657590157377,14.8700825617985,15.3489070626395,15.1473130246102,15.4135740781248,15.327205602146,15.3148012617187,14.6793438261404,14.7345896087894,15.2391281264786,14.6787380178136,15.0916744233963,15.1968272512254,15.0602883966178,15.114369691072,15.3404826161143,15.1201087063276,14.7622664846421,15.127320009489,14.5087694393903,15.1718709090401,14.5071653114457,15.1719077553749,15.1149451520776,14.8614406069152,14.8820308253135,15.385948598289,15.3407383233709,15.257963253225,15.3207133964237,15.2585559635968,15.34529858106
"P53992","P53992","SC24C_HUMAN","SEC24C","Protein transport protein Sec24C","ENSG00000176986",NA,NA,15.1264445237944,15.113517835476,14.9503441907183,15.1192594442543,15.4964459326296,15.2564883768237,14.6826208287695,15.1361707894312,15.5262300356443,15.3207252625515,15.0433441944508,NA,15.1585484497652,15.1461670266728,15.2690129315322,14.8725186457603,14.9807950628577,15.005439949056,15.2302108516991,15.0683562507134,14.9110411276588,14.4496989330257,14.5528844778434,15.4502486908118,15.4141498084765,15.1838665747823,15.373029939238,15.2013044574034,15.4434410566397,15.0213164274818,15.0675266045954,15.2876998124374,15.0416219685915
"Q9BW91","Q9BW91","NUDT9_HUMAN","NUDT9","ADP-ribose pyrophosphatase, mitochondrial","ENSG00000170502",NA,NA,15.2935814233864,15.1998070291352,15.6958387431675,NA,15.360770664828,14.2232208910186,14.7005785449225,14.6228473081501,NA,14.6054786629658,NA,NA,15.0144336739542,15.3212610187377,15.1282142605314,14.7887921688048,13.8940208678598,NA,15.9161466068388,15.2673416876394,15.3238916966866,15.7734038712361,NA,NA,15.6243192671703,15.1719309245148,15.3468722061377,14.8832851360329,15.0956461931348,15.6366405015969,14.989174704789,14.9074969828687,NA
"Q8N6M3","Q8N6M3","FITM2_HUMAN","FITM2","Fat storage-inducing transmembrane protein 2","ENSG00000197296",NA,NA,15.598364899381,14.8606540573512,14.8429636986531,14.7685807006763,15.6261074487977,15.4000716453691,14.5822210549409,14.7047939338051,15.4023837570701,14.5843967687507,NA,NA,14.857946996367,15.748827748875,14.9141324239755,14.495782667731,NA,NA,NA,14.4240020559537,14.5995375482416,15.0881774292849,NA,14.9495781644634,15.3848606010969,15.7451317926399,15.4200683986601,15.2504246203871,15.532152302586,14.8631483982311,15.731924844553,15.1864273595057,14.2935231902582
"P50897","P50897","PPT1_HUMAN","PPT1","Palmitoyl-protein thioesterase 1","ENSG00000131238",NA,NA,15.0702388998726,14.9309199860202,14.7725068650909,14.5752022252756,14.3866200383531,14.9321745783009,15.3205015054162,14.17129299827,NA,NA,NA,NA,14.5120327998806,14.6240852785603,14.2194977863403,14.4022979991916,15.4791669159003,NA,NA,14.5858695085883,14.7516667055768,NA,14.7783652588485,NA,NA,14.2497023738709,14.5669662626205,14.861199194857,14.5601272614623,15.0746637969302,13.9323693047977,14.0893533952351,NA
"P61513","P61513","RL37A_HUMAN","RPL37A","60S ribosomal protein L37a","ENSG00000197756",NA,NA,14.7861533679511,14.0920331026838,14.7073775514661,14.8213593718473,14.7330339232336,15.2482269551275,14.8803951136898,14.1906954834185,NA,14.7935347264263,NA,NA,14.9331593986842,15.0870080403188,15.7144270188842,14.7418958049671,15.2294628172046,NA,NA,14.9102083691509,14.715738414598,14.3874818035938,14.494746922777,13.7572240428584,NA,15.5807990588445,13.2080369850661,14.1291104715306,13.1204419419557,14.5506898075752,14.141304204764,14.7860429193707,NA
"Q8IYS1","Q8IYS1","P20D2_HUMAN","PM20D2","Peptidase M20 domain-containing protein 2","ENSG00000146281",14.6426190138745,NA,15.5776440746793,14.4659234672757,14.9201014311997,15.049070041617,15.3672061131055,14.8583563867458,13.9842987218598,15.1328625525433,14.2149201018472,16.1391478719546,13.8246091032965,13.9201035933892,15.867816295491,14.8461005105451,14.5594325773618,14.8584120966492,14.9198459571932,14.5501222580299,15.2353060987276,14.1120846251623,15.2603255481069,15.8577944574055,14.5512141214292,15.3973883589171,15.5694160936624,15.5955750701851,13.7113447723567,16.077862629342,15.1488860344427,15.0562614077572,14.9845411455821,15.7525704588452,16.0225159533894
"Q9Y224","Q9Y224","RTRAF_HUMAN","RTRAF","RNA transcription, translation and transport factor protein","ENSG00000087302",14.773444771237,15.0816764957314,15.1822501746814,15.3181631235916,15.0817826983017,15.0532765567675,14.6190592669863,15.0814893306529,15.3295162067689,14.9239471947893,14.932434152929,15.572665041378,NA,14.4854089060059,14.8737746149978,14.9503312839912,15.1271586756619,15.2854425302208,14.7088774810286,NA,NA,15.3446065770506,14.9974836795147,15.4874173421079,14.5593072506137,14.9532044096344,15.285803670553,15.0901182979307,14.8167633194179,14.6422838537263,15.0256974777921,14.6101419015674,15.102981493242,15.0252713428998,14.9639345567762
"P46108","P46108","CRK_HUMAN","CRK","Adapter molecule crk","ENSG00000167193",14.1723332928817,13.9845304775411,15.117879865956,14.7158838996947,13.6227768889302,15.0517278635613,14.5990020566562,15.7330292304541,15.9395060656765,14.5489717401026,15.0268473193172,14.2152691036803,NA,14.8539101970287,NA,NA,14.8434197862965,14.5189855113294,15.6837503986526,14.1677379290791,15.2610335553316,13.8924169327378,13.8745830122062,14.3559243259989,15.4543042498631,14.2372715193709,13.8030432569551,14.0908406336823,14.2256195600683,14.5327570103474,14.1724441881143,13.5809735307429,NA,13.7504432995381,14.6658431971052
"P52294","P52294","IMA5_HUMAN","KPNA1","Importin subunit alpha-5","ENSG00000114030",14.7685047147392,NA,14.8407171665043,14.7027834397009,15.2567177967836,14.6926940489031,15.2873056513588,15.1354625001976,14.0159555266973,14.9874432196378,14.2166864734456,15.1258880234093,14.2039714517038,13.6924662820001,15.1215151421413,15.1982830752333,15.2875114654778,15.3062718775714,14.6128460655741,NA,14.6837981416985,15.2765455652569,15.2830748183845,15.2674429274378,14.4145289180238,15.1894575060425,15.8507702990864,15.7776130141624,15.4176391412972,15.082109731349,15.2464321260304,15.5436348397233,15.4319717413004,15.23951045143,15.3085840431532
"Q9UHL4","Q9UHL4","DPP2_HUMAN","DPP7","Dipeptidyl peptidase 2","ENSG00000176978",14.5823809870983,NA,NA,13.5531420551756,14.3834014474523,15.1268722414073,15.1713061069031,15.1612489818939,16.027200023398,NA,14.7301361425099,15.0584029573161,14.3580697192761,16.2916390173657,15.1259560137852,14.5079734862261,14.2412533847538,NA,16.1189097783703,NA,15.2254096277584,14.6347387762371,15.3373210192715,14.1877498239736,15.3672023101054,14.5153849847526,14.5979978086807,15.4500203618444,14.4467008415773,NA,13.3723608823153,14.3934696551016,14.4217571970815,13.7836494770525,14.2511974824518
